Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Iowa,US,2020-05-15 02:33:07,42.0115,-93.2105,13675,318,6231.0,7126.0,19.0,433.42936923744963,89294.0,,2.3254113345521024,84000019.0,USA,2830.174924803571,
Kansas,US,2020-05-15 02:33:07,38.5266,-96.7265,7705,189,422.0,7094.0,20.0,264.47543931069566,57628.0,704.0,2.4529526281635303,84000020.0,USA,1978.0909301228771,9.136924075275797
Kentucky,US,2020-05-15 02:33:07,37.6681,-84.6701,7225,328,2649.0,4248.0,21.0,161.71729667771118,117395.0,1835.0,4.539792387543253,84000021.0,USA,2627.6542620733435,25.397923875432525
Louisiana,US,2020-05-15 02:33:07,31.1695,-91.8678,33489,2417,22608.0,8464.0,22.0,720.3803825250162,247588.0,,7.2172952312699685,84000022.0,USA,5325.854404389612,
Maine,US,2020-05-15 02:33:07,44.6939,-69.3819,1565,69,958.0,538.0,23.0,116.42508770937916,23657.0,207.0,4.4089456869009584,84000023.0,USA,1759.9158466075294,13.226837060702875
Maryland,US,2020-05-15 02:33:07,39.0639,-76.8021,35903,1866,2569.0,31468.0,24.0,593.8620634899631,178454.0,6553.0,5.197337269866028,84000024.0,USA,2951.760595995819,18.25195666100326
Massachusetts,US,2020-05-15 02:33:07,42.2302,-71.5301,82182,5482,,76700.0,25.0,1192.3389804835776,410032.0,8032.0,6.670560463361808,84000025.0,USA,5948.956424103117,9.773429704801536
Michigan,US,2020-05-15 02:33:07,43.3266,-84.5361,49582,4787,22686.0,22109.0,26.0,496.4725138249201,335883.0,,9.654713404057924,84000026.0,USA,3363.2503198954387,
Minnesota,US,2020-05-15 02:33:07,45.6945,-93.9002,13435,672,8473.0,4290.0,27.0,238.2247636015967,128752.0,1915.0,5.0018608113137315,84000027.0,USA,2282.985840210851,14.253814663193152
Mississippi,US,2020-05-15 02:33:07,32.7416,-89.6787,10483,480,6268.0,3735.0,28.0,352.23370872896487,105326.0,1667.0,4.5788419345607165,84000028.0,USA,3539.002919544687,15.901936468568158
Missouri,US,2020-05-15 02:33:07,38.4561,-92.2884,10594,566,,10028.0,29.0,172.61302291448467,127110.0,,5.342646781196904,84000029.0,USA,2071.062992510869,
Montana,US,2020-05-15 02:33:07,46.9219,-110.4544,462,16,431.0,15.0,30.0,43.226937680229206,24549.0,63.0,3.463203463203463,84000030.0,USA,2296.922279463088,13.636363636363635
Nebraska,US,2020-05-15 02:33:07,41.1254,-98.2681,9260,103,,9157.0,31.0,478.6994263878148,53341.0,,1.1123110151187905,84000031.0,USA,2757.484460362033,
Nevada,US,2020-05-15 02:33:07,38.3135,-117.0554,6504,333,244.0,5927.0,32.0,211.158136146351,69484.0,,5.119926199261992,84000032.0,USA,2255.8597681416136,
New Hampshire,US,2020-05-15 02:33:07,43.4525,-71.5639,3382,151,1236.0,1995.0,33.0,248.7293255699189,39175.0,326.0,4.46481371969249,84000033.0,USA,2881.1269453582418,9.639266706091073
New Jersey,US,2020-05-15 02:33:07,40.2989,-74.521,142704,9946,15642.0,117116.0,34.0,1606.6307971344904,451696.0,,6.969671487834959,84000034.0,USA,5085.412493990784,
New Mexico,US,2020-05-15 02:33:07,34.8405,-106.2485,5503,242,1515.0,3746.0,35.0,262.44390935073864,115011.0,886.0,4.397601308377249,84000035.0,USA,5484.9966306265305,16.10030892240596
New York,US,2020-05-15 02:33:07,42.1657,-74.9481,343051,27641,59758.0,255652.0,36.0,1763.4354964625754,1298757.0,74433.0,8.057402543645114,84000036.0,USA,6676.191572329611,21.697356952756294
North Carolina,US,2020-05-15 02:33:07,35.6301,-79.8064,16968,641,9115.0,7212.0,37.0,161.78360127550462,219268.0,,3.7776991984912778,84000037.0,USA,2090.6392435453413,
North Dakota,US,2020-05-15 02:33:07,47.5289,-99.784,1712,40,1007.0,665.0,38.0,224.65363710564236,50246.0,129.0,2.336448598130841,84000038.0,USA,6593.426781547958,7.535046728971963
Northern Mariana Islands,US,2020-05-15 02:33:07,15.0979,145.6739,19,2,12.0,5.0,69.0,34.45524445089221,3325.0,,10.526315789473683,580.0,MNP,6029.667778906137,
Ohio,US,2020-05-15 02:33:07,40.3888,-82.7649,26357,1534,,24823.0,39.0,225.48357016365676,233352.0,4718.0,5.820085745722199,84000039.0,USA,1996.3213592149955,17.900368023674925
Oklahoma,US,2020-05-15 02:33:07,35.5653,-96.9289,4963,284,3660.0,1019.0,40.0,125.42421968723045,112183.0,858.0,5.722345355631673,84000040.0,USA,2835.072584560261,17.287930687084426
Oregon,US,2020-05-15 02:33:07,44.572,-122.0709,3479,137,1406.0,1936.0,41.0,82.48499135911034,84050.0,685.0,3.9379131934463927,84000041.0,USA,1992.774798428636,19.689565967231964
Pennsylvania,US,2020-05-15 02:33:07,40.5908,-77.2098,63105,4288,,58817.0,42.0,492.93121561032433,311195.0,,6.795024166072419,84000042.0,USA,2430.833208808413,
Puerto Rico,US,2020-05-15 02:33:07,18.2208,-66.5901,2427,117,,2310.0,72.0,82.736530342864,2427.0,,4.8207663782447465,630.0,PRI,82.736530342864,
Rhode Island,US,2020-05-15 02:33:07,41.6809,-71.5118,12016,468,903.0,10645.0,44.0,1134.268677060983,101601.0,1351.0,3.894806924101198,84000044.0,USA,9590.78161268916,11.243342210386153
South Carolina,US,2020-05-15 02:33:07,33.8569,-80.945,8189,371,4914.0,2904.0,45.0,159.04942476898114,102535.0,1338.0,4.530467700573942,84000045.0,USA,1991.4681607873347,16.338991329832698
South Dakota,US,2020-05-15 02:33:07,44.2998,-99.4388,3792,43,2437.0,1312.0,46.0,428.6397357625932,26473.0,290.0,1.1339662447257384,84000046.0,USA,2992.4524590831043,7.647679324894514
Tennessee,US,2020-05-15 02:33:07,35.7478,-86.6923,16699,287,8881.0,7531.0,47.0,244.52444761255168,302317.0,1435.0,1.7186657883705612,84000047.0,USA,4426.8457649490265,8.593328941852805
Texas,US,2020-05-15 02:33:07,31.0545,-97.5635,44480,1235,24487.0,18758.0,48.0,153.4010985905205,623284.0,,2.776528776978417,84000048.0,USA,2149.560484125315,
Utah,US,2020-05-15 02:33:07,40.15,-111.8624,6749,75,3566.0,3108.0,49.0,210.5142986901263,160119.0,558.0,1.1112757445547488,84000049.0,USA,4994.4197647005985,8.267891539487332
Vermont,US,2020-05-15 02:33:07,44.0459,-72.7107,932,53,792.0,87.0,50.0,149.36160733602674,22505.0,,5.686695278969957,84000050.0,USA,3606.6340913060967,
Virgin Islands,US,2020-05-15 02:33:07,18.3358,-64.8963,69,6,61.0,2.0,78.0,64.32486855352947,1233.0,,8.695652173913043,850.0,VIR,1149.457433717418,
Virginia,US,2020-05-15 02:33:07,37.7693,-78.17,27813,956,3678.0,23179.0,51.0,325.85013283902236,166830.0,5211.0,3.4372415776795022,84000051.0,USA,1954.538441071949,18.73584295113796
Washington,US,2020-05-15 02:33:07,47.4009,-121.4905,17773,983,,16790.0,53.0,233.3978954136322,261080.0,,5.530861419006358,84000053.0,USA,3428.5445639223035,
West Virginia,US,2020-05-15 02:33:07,38.4912,-80.9545,1427,60,870.0,497.0,54.0,79.62516467678155,68713.0,,4.204625087596356,84000054.0,USA,3834.116286219825,
Wisconsin,US,2020-05-15 02:33:07,44.2685,-89.6165,11275,434,5994.0,4847.0,55.0,193.6475364083131,133873.0,1939.0,3.8492239467849214,84000055.0,USA,2299.2617863938003,17.197339246119736
Wyoming,US,2020-05-15 02:33:07,42.756,-107.3025,701,7,480.0,214.0,56.0,121.12122662455357,15430.0,67.0,0.9985734664764622,84000056.0,USA,2666.049253661714,9.557774607703283
Alabama,US,2020-05-16 02:32:24,32.3182,-86.9023,11373,483,,10890.0,1.0,231.95127248920852,146063.0,1377.0,4.246900553943552,84000001.0,USA,2978.9412392149184,12.10762331838565
Alaska,US,2020-05-16 02:32:24,61.3707,-152.4044,388,10,343.0,35.0,2.0,53.03843235891162,32418.0,,2.5773195876288657,84000002.0,USA,4431.4430417814365,
American Samoa,US,2020-05-16 02:32:24,-14.271,-170.132,0,0,,0.0,60.0,0.0,105.0,,,16.0,ASM,188.70976438237992,
Arizona,US,2020-05-16 02:32:24,33.7298,-111.4312,13169,651,3145.0,9373.0,4.0,180.9247426435181,142001.0,1629.0,4.943427746981548,84000004.0,USA,1950.907007375064,12.36995975396765
Arkansas,US,2020-05-16 02:32:24,34.9697,-92.3731,4463,98,3390.0,975.0,5.0,147.888994778985,81529.0,520.0,2.1958323997311227,84000005.0,USA,2701.6002364633355,11.651355590410038
California,US,2020-05-16 02:32:24,36.1162,-119.6816,76693,3136,,73557.0,6.0,194.09943095330271,1133906.0,,4.089030289596182,84000006.0,USA,2869.760073990269,
Colorado,US,2020-05-16 02:32:24,39.0598,-105.3111,21232,1150,3217.0,16865.0,8.0,368.6920185262877,118030.0,3789.0,5.416352675207233,84000008.0,USA,2049.581713764965,17.84570459683497
Connecticut,US,2020-05-16 02:32:24,41.5978,-72.7554,36085,3285,6264.0,26536.0,9.0,1012.1204828671576,155908.0,10946.0,9.103505611750032,84000009.0,USA,4372.943889229676,30.33393376749342
Delaware,US,2020-05-16 02:32:24,39.3185,-75.5071,7373,271,3210.0,3892.0,10.0,757.1649804264688,38278.0,,3.6755730367557296,84000010.0,USA,3930.931930118592,
Diamond Princess,US,2020-05-16 02:32:24,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-05-16 02:32:24,38.8974,-77.0268,6871,368,975.0,5528.0,11.0,973.5755913221273,34339.0,,5.355843399796245,84000011.0,USA,4865.610861651947,
Florida,US,2020-05-16 02:32:24,27.7663,-81.6868,44138,1917,,42221.0,12.0,205.50582214504257,608837.0,7993.0,4.343196338755721,84000012.0,USA,2834.7353354778484,18.109112329511984
Georgia,US,2020-05-16 02:32:24,33.0406,-83.6431,36772,1588,,35184.0,13.0,346.33639443394134,301874.0,6438.0,4.3185032089633415,84000013.0,USA,2843.194624533656,17.50788643533123
Grand Princess,US,2020-05-16 02:32:24,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-05-16 02:32:24,13.4443,144.7937,154,5,124.0,25.0,66.0,93.77150198807762,4515.0,,3.2467532467532467,316.0,GUM,2749.2099446504576,
Hawaii,US,2020-05-16 02:32:24,21.0943,-157.4983,638,17,564.0,57.0,15.0,45.06057044704606,38776.0,81.0,2.664576802507837,84000015.0,USA,2738.6656420919408,12.695924764890282
Idaho,US,2020-05-16 02:32:24,44.2405,-114.4788,2351,72,1573.0,706.0,16.0,131.55649067045687,34745.0,212.0,3.0625265844321565,84000016.0,USA,1944.2493697767006,9.017439387494683
Illinois,US,2020-05-16 02:32:24,40.3495,-88.9861,90369,4059,,86310.0,17.0,713.14927822923,538602.0,,4.4915845035355035,84000017.0,USA,4250.391478856906,
Indiana,US,2020-05-16 02:32:24,39.8494,-86.2583,26656,1691,,24965.0,18.0,395.94671534006835,165448.0,4389.0,6.343787515006003,84000018.0,USA,2457.5552280756165,16.465336134453782
Iowa,US,2020-05-16 02:32:24,42.0115,-93.2105,14049,336,6561.0,7152.0,19.0,445.28330591714285,93566.0,,2.391629297458894,84000019.0,USA,2965.576041102099,
Kansas,US,2020-05-16 02:32:24,38.5266,-96.7265,7886,193,443.0,7250.0,20.0,270.6882951854829,61592.0,724.0,2.44737509510525,84000020.0,USA,2114.1559062977767,9.180826781638348
Kentucky,US,2020-05-16 02:32:24,37.6681,-84.6701,7444,332,2712.0,4400.0,21.0,166.61917736593526,121278.0,1887.0,4.45996775926921,84000021.0,USA,2714.567516467745,25.34927458355723
Louisiana,US,2020-05-16 02:32:24,31.1695,-91.8678,33837,2448,22608.0,8781.0,22.0,727.8661949744385,253189.0,,7.2346839258799545,84000022.0,USA,5446.337265105746,
Maine,US,2020-05-16 02:32:24,44.6939,-69.3819,1603,69,993.0,541.0,23.0,119.25202274641201,23695.0,211.0,4.304429195258891,84000023.0,USA,1762.742781644562,13.162819713038054
Maryland,US,2020-05-16 02:32:24,39.0639,-76.8021,36986,1911,2685.0,32390.0,24.0,611.7756811475301,182826.0,6679.0,5.166819877791597,84000024.0,USA,3024.0766960871233,18.058184177797003
Massachusetts,US,2020-05-16 02:32:24,42.2302,-71.5301,83421,5592,,77829.0,25.0,1210.3150335951975,435679.0,8314.0,6.703348077822131,84000025.0,USA,6321.056370958417,9.96631543616116
Michigan,US,2020-05-16 02:32:24,43.3266,-84.5361,50079,4825,22686.0,22568.0,26.0,501.44905449231925,357496.0,,9.634777052257434,84000026.0,USA,3579.6647533853748,
Minnesota,US,2020-05-16 02:32:24,45.6945,-93.9002,14240,692,8820.0,4728.0,27.0,252.4987445989384,134669.0,1985.0,4.859550561797753,84000027.0,USA,2387.904033454665,13.939606741573035
Mississippi,US,2020-05-16 02:32:24,32.7416,-89.6787,10801,493,6268.0,4040.0,28.0,362.91865763441285,106823.0,1712.0,4.564392185908712,84000028.0,USA,3589.302820524107,15.850384223682992
Missouri,US,2020-05-16 02:32:24,38.4561,-92.2884,10766,581,,10185.0,29.0,175.4154997826451,134458.0,,5.396618985695707,84000029.0,USA,2190.787411273908,
Montana,US,2020-05-16 02:32:24,46.9219,-110.4544,466,16,431.0,19.0,30.0,43.60119688092382,25418.0,63.0,3.433476394849785,84000030.0,USA,2378.230090813995,13.51931330472103
Nebraska,US,2020-05-16 02:32:24,41.1254,-98.2681,9610,113,,9497.0,31.0,496.7928172340065,57215.0,,1.1758584807492196,84000031.0,USA,2957.752449328167,
Nevada,US,2020-05-16 02:32:24,38.3135,-117.0554,6733,343,272.0,6118.0,32.0,218.5928245192776,72146.0,,5.094311599584138,84000032.0,USA,2342.2839622408733,
New Hampshire,US,2020-05-16 02:32:24,43.4525,-71.5639,3453,151,1247.0,2055.0,33.0,253.9510234160053,42612.0,335.0,4.37300897770055,84000033.0,USA,3133.9012481328755,9.701708659136985
New Jersey,US,2020-05-16 02:32:24,40.2989,-74.521,143984,10148,15642.0,118194.0,34.0,1621.041657519148,462972.0,,7.0480053339259925,84000034.0,USA,5212.363167191875,
New Mexico,US,2020-05-16 02:32:24,34.8405,-106.2485,5662,253,1576.0,3833.0,35.0,270.02678806903185,119601.0,886.0,4.468385729424232,84000035.0,USA,5703.898601173486,15.648180854821618
New York,US,2020-05-16 02:32:24,42.1657,-74.9481,345813,27878,60302.0,257633.0,36.0,1777.6334111785495,1338048.0,74751.0,8.061582415929998,84000036.0,USA,6878.1648768572495,21.61601790563108
North Carolina,US,2020-05-16 02:32:24,35.6301,-79.8064,17494,667,9115.0,7712.0,37.0,166.7988166380056,231547.0,,3.812735795129759,84000037.0,USA,2207.714964906841,
North Dakota,US,2020-05-16 02:32:24,47.5289,-99.784,1761,42,1071.0,648.0,38.0,231.0835601302781,51715.0,130.0,2.385008517887564,84000038.0,USA,6786.193249368162,7.382169222032937
Northern Mariana Islands,US,2020-05-16 02:32:24,15.0979,145.6739,19,2,12.0,5.0,69.0,34.45524445089221,3325.0,,10.526315789473683,580.0,MNP,6029.667778906137,
Ohio,US,2020-05-16 02:32:24,40.3888,-82.7649,26954,1581,,25373.0,39.0,230.5908923698146,246182.0,4791.0,5.8655487126215045,84000039.0,USA,2106.081734265256,17.774727313200266
Oklahoma,US,2020-05-16 02:32:24,35.5653,-96.9289,5087,285,3801.0,1001.0,40.0,128.55792979023602,118192.0,863.0,5.602516217810104,84000040.0,USA,2986.9311652776832,16.964812266561825
Oregon,US,2020-05-16 02:32:24,44.572,-122.0709,3541,137,1406.0,1998.0,41.0,83.95497395878405,89506.0,691.0,3.868963569613104,84000041.0,USA,2122.1332671999226,19.514261508048573
Pennsylvania,US,2020-05-16 02:32:24,40.5908,-77.2098,64136,4422,,59714.0,42.0,500.98465168185976,319832.0,,6.894723712111762,84000042.0,USA,2498.2992877122447,
Puerto Rico,US,2020-05-16 02:32:24,18.2208,-66.5901,2542,122,,2420.0,72.0,86.65688509747025,2542.0,,4.799370574350905,630.0,PRI,86.65688509747025,
Rhode Island,US,2020-05-16 02:32:24,41.6809,-71.5118,12219,479,919.0,10821.0,44.0,1153.4311721877625,104978.0,1372.0,3.9201243964317865,84000044.0,USA,9909.558686793263,11.2284147638923
South Carolina,US,2020-05-16 02:32:24,33.8569,-80.945,8407,380,5076.0,2951.0,45.0,163.28349176124368,109616.0,1421.0,4.520042821458309,84000045.0,USA,2128.9976487332565,16.902581182348044
South Dakota,US,2020-05-16 02:32:24,44.2998,-99.4388,3887,44,2574.0,1269.0,46.0,439.37833673765823,27414.0,296.0,1.1319783895034732,84000046.0,USA,3098.821127688748,7.615127347568818
Tennessee,US,2020-05-16 02:32:24,35.7478,-86.6923,16960,290,9280.0,7390.0,47.0,248.3462860955073,309756.0,1454.0,1.7099056603773586,84000047.0,USA,4535.775483242922,8.57311320754717
Texas,US,2020-05-16 02:32:24,31.0545,-97.5635,45721,1280,25454.0,18987.0,48.0,157.68101683132167,645992.0,,2.7995888103934736,84000048.0,USA,2227.875055770852,
Utah,US,2020-05-16 02:32:24,40.15,-111.8624,6913,77,3719.0,3117.0,49.0,215.6297743139492,163218.0,566.0,1.1138434832923478,84000049.0,USA,5091.083538836129,8.187472877187908
Vermont,US,2020-05-16 02:32:24,44.0459,-72.7107,933,53,796.0,84.0,50.0,149.52186657136585,23205.0,,5.680600214362272,84000050.0,USA,3718.8155560434557,
Virgin Islands,US,2020-05-16 02:32:24,18.3358,-64.8963,69,6,61.0,2.0,78.0,64.32486855352947,1263.0,,8.695652173913043,850.0,VIR,1177.4247678711265,
Virginia,US,2020-05-16 02:32:24,37.7693,-78.17,28672,978,3805.0,23889.0,51.0,335.91396141230547,178014.0,5316.0,3.4109933035714284,84000051.0,USA,2085.5673802612355,18.540736607142858
Washington,US,2020-05-16 02:32:24,47.4009,-121.4905,17951,991,,16960.0,53.0,235.73542005120757,267931.0,,5.5205838114868255,84000053.0,USA,3518.512998147183,
West Virginia,US,2020-05-16 02:32:24,38.4912,-80.9545,1447,64,870.0,513.0,54.0,80.74114456012815,70936.0,,4.42294402211472,84000054.0,USA,3958.157450253802,
Wisconsin,US,2020-05-16 02:32:24,44.2685,-89.6165,11685,445,6250.0,4990.0,55.0,200.68926500497898,140342.0,1977.0,3.8083012409071464,84000055.0,USA,2410.3665236909515,16.919127086007702
Wyoming,US,2020-05-16 02:32:24,42.756,-107.3025,716,7,487.0,222.0,56.0,123.71297897743277,16022.0,68.0,0.9776536312849162,84000056.0,USA,2768.3370798553456,9.497206703910617
Alabama,US,2020-05-17 02:32:37,32.3182,-86.9023,11674,485,,11189.0,1.0,238.0901393685941,153494.0,1387.0,4.154531437382217,84000001.0,USA,3130.49578998141,11.881103306493063
Alaska,US,2020-05-17 02:32:37,61.3707,-152.4044,388,10,344.0,34.0,2.0,53.03843235891162,33281.0,,2.5773195876288657,84000002.0,USA,4549.4125446828275,
American Samoa,US,2020-05-17 02:32:37,-14.271,-170.132,0,0,,0.0,60.0,0.0,105.0,,,16.0,ASM,188.70976438237992,
Arizona,US,2020-05-17 02:32:37,33.7298,-111.4312,13666,679,3357.0,9630.0,4.0,187.7528690839333,146788.0,1683.0,4.968535050490268,84000004.0,USA,2016.6740924259045,12.315234889506804
Arkansas,US,2020-05-17 02:32:37,34.9697,-92.3731,4578,98,3472.0,1008.0,5.0,151.69971277127345,81644.0,520.0,2.1406727828746184,84000005.0,USA,2705.410954455624,11.358671909130626
California,US,2020-05-17 02:32:37,36.1162,-119.6816,78725,3208,,75517.0,6.0,199.24214337421608,1179126.0,,4.074944426802159,84000006.0,USA,2984.2056722548873,
Colorado,US,2020-05-17 02:32:37,39.0598,-105.3111,21633,1192,3312.0,17129.0,8.0,375.6553521467211,121840.0,3842.0,5.510100309712014,84000008.0,USA,2115.742065619956,17.759903850598622
Connecticut,US,2020-05-17 02:32:37,41.5978,-72.7554,36703,3339,6264.0,27100.0,9.0,1029.454290776591,164755.0,10946.0,9.097348990545733,84000009.0,USA,4621.086605370058,29.823175217284692
Delaware,US,2020-05-17 02:32:37,39.3185,-75.5071,7547,286,3367.0,3894.0,10.0,775.033786420529,39758.0,,3.7895852656684776,84000010.0,USA,4082.9194753554248,
Diamond Princess,US,2020-05-17 02:32:37,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-05-17 02:32:37,38.8974,-77.0268,7042,375,998.0,5669.0,11.0,997.8051686931191,35532.0,,5.325191706901449,84000011.0,USA,5034.651129509217,
Florida,US,2020-05-17 02:32:37,27.7663,-81.6868,44811,1964,,42847.0,12.0,208.6392993824256,630047.0,8393.0,4.382852424627882,84000012.0,USA,2933.4887562874987,18.729776171029435
Georgia,US,2020-05-17 02:32:37,33.0406,-83.6431,37212,1598,,35614.0,13.0,350.48052620678294,321069.0,6735.0,4.294313662259486,84000013.0,USA,3023.982373123874,18.09900032247662
Grand Princess,US,2020-05-17 02:32:37,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-05-17 02:32:37,13.4443,144.7937,154,5,126.0,23.0,66.0,93.77150198807762,4519.0,,3.2467532467532467,316.0,GUM,2751.6455680787194,
Hawaii,US,2020-05-17 02:32:37,21.0943,-157.4983,639,17,565.0,57.0,15.0,45.13119830041133,40883.0,81.0,2.660406885758998,84000015.0,USA,2887.478529132577,12.676056338028172
Idaho,US,2020-05-17 02:32:37,44.2405,-114.4788,2419,73,1588.0,758.0,16.0,135.3616124763229,35688.0,213.0,3.0177759404712683,84000016.0,USA,1997.0174559962845,8.805291442744936
Illinois,US,2020-05-17 02:32:37,40.3495,-88.9861,92457,4129,,88328.0,17.0,729.6267837116702,561649.0,,4.465859805098586,84000017.0,USA,4432.267469687269,
Indiana,US,2020-05-17 02:32:37,39.8494,-86.2583,27280,1741,,25539.0,18.0,405.2155760232993,171358.0,4389.0,6.381964809384163,84000018.0,USA,2545.3420335850633,16.088709677419356
Iowa,US,2020-05-17 02:32:37,42.0115,-93.2105,14328,346,6927.0,7055.0,19.0,454.1262159001226,96300.0,,2.414852037967616,84000019.0,USA,3052.230219931729,
Kansas,US,2020-05-17 02:32:37,38.5266,-96.7265,7939,195,443.0,7301.0,20.0,272.50752922616647,61592.0,724.0,2.456228744174329,84000020.0,USA,2114.1559062977767,9.119536465549816
Kentucky,US,2020-05-17 02:32:37,37.6681,-84.6701,7688,334,2739.0,4615.0,21.0,172.08063347518944,127734.0,1896.0,4.344432882414152,84000021.0,USA,2859.072273194569,24.66181061394381
Louisiana,US,2020-05-17 02:32:37,31.1695,-91.8678,34117,2479,22608.0,9030.0,22.0,733.8892624624796,259742.0,,7.266172289474455,84000022.0,USA,5587.29855528122,
Maine,US,2020-05-17 02:32:37,44.6939,-69.3819,1648,70,1012.0,566.0,23.0,122.59970897447724,23740.0,214.0,4.247572815533982,84000023.0,USA,1766.0904678726272,12.985436893203886
Maryland,US,2020-05-17 02:32:37,39.0639,-76.8021,37968,1957,2806.0,33205.0,24.0,628.0186844159798,190175.0,6755.0,5.154340497260852,84000024.0,USA,3145.6345688160804,17.79129793510325
Massachusetts,US,2020-05-17 02:32:37,42.2302,-71.5301,84933,5705,,79228.0,25.0,1232.2519119687,448089.0,8456.0,6.717059329118245,84000025.0,USA,6501.107072423471,9.956083030153179
Michigan,US,2020-05-17 02:32:37,43.3266,-84.5361,50538,4881,28234.0,17423.0,26.0,506.04509506844846,357921.0,,9.658079069215244,84000026.0,USA,3583.92034651142,
Minnesota,US,2020-05-17 02:32:37,45.6945,-93.9002,14969,709,9571.0,4689.0,27.0,265.4251199369037,143281.0,2039.0,4.7364553410381465,84000027.0,USA,2540.6090326461012,13.621484401095598
Mississippi,US,2020-05-17 02:32:37,32.7416,-89.6787,11123,510,6268.0,4345.0,28.0,373.7380084128852,108476.0,1748.0,4.5850939494740635,84000028.0,USA,3644.8443945514814,15.715184752315025
Missouri,US,2020-05-17 02:32:37,38.4561,-92.2884,10959,594,,10365.0,29.0,178.5601395242437,139340.0,,5.420202573227483,84000029.0,USA,2270.332132613205,
Montana,US,2020-05-17 02:32:37,46.9219,-110.4544,468,16,431.0,21.0,30.0,43.788326481271135,26091.0,63.0,3.418803418803418,84000030.0,USA,2441.199201330866,13.461538461538463
Nebraska,US,2020-05-17 02:32:37,41.1254,-98.2681,10220,123,,10097.0,31.0,528.3270127087977,59978.0,,1.203522504892368,84000031.0,USA,3100.586846208246,
Nevada,US,2020-05-17 02:32:37,38.3135,-117.0554,6813,347,272.0,6194.0,32.0,221.19009556658818,73664.0,,5.093204168501394,84000032.0,USA,2391.567180363592,
New Hampshire,US,2020-05-17 02:32:37,43.4525,-71.5639,3556,171,1254.0,2131.0,33.0,261.5261625448349,42676.0,335.0,4.808773903262092,84000033.0,USA,3138.608130698361,9.420697412823397
New Jersey,US,2020-05-17 02:32:37,40.2989,-74.521,145089,10261,22939.0,111889.0,34.0,1633.4822830855906,475224.0,,7.0722108498921346,84000034.0,USA,5350.302121436267,
New Mexico,US,2020-05-17 02:32:37,34.8405,-106.2485,5847,259,1671.0,3917.0,35.0,278.8496343764799,124458.0,886.0,4.429622028390628,84000035.0,USA,5935.534085039839,15.153069950401914
New York,US,2020-05-17 02:32:37,42.1657,-74.9481,348232,28049,60796.0,259387.0,36.0,1790.0681525608602,1378717.0,75163.0,8.054687679478048,84000036.0,USA,7087.221717401765,21.58417376921133
North Carolina,US,2020-05-17 02:32:37,35.6301,-79.8064,18130,676,9115.0,8339.0,37.0,172.86284129684697,238586.0,,3.7286265857694434,84000037.0,USA,2274.829225242666,
North Dakota,US,2020-05-17 02:32:37,47.5289,-99.784,1848,42,1111.0,695.0,38.0,242.4999540719784,53487.0,130.0,2.272727272727273,84000038.0,USA,7018.72026160601,7.034632034632034
Northern Mariana Islands,US,2020-05-17 02:32:37,15.0979,145.6739,21,2,12.0,7.0,69.0,38.082112287828224,3339.0,,9.523809523809524,580.0,MNP,6055.0558537646875,
Ohio,US,2020-05-17 02:32:37,40.3888,-82.7649,27474,1610,,25864.0,39.0,235.03948122609955,246702.0,4870.0,5.860085899395792,84000039.0,USA,2110.5303231215407,17.72584989444566
Oklahoma,US,2020-05-17 02:32:37,35.5653,-96.9289,5237,288,3945.0,1004.0,40.0,132.34870814064595,123399.0,878.0,5.499331678441856,84000040.0,USA,3118.5217177482477,16.76532365858316
Oregon,US,2020-05-17 02:32:37,44.572,-122.0709,3612,137,1406.0,2069.0,41.0,85.63834112937816,92199.0,699.0,3.7929125138427455,84000041.0,USA,2185.9826726986535,19.35215946843854
Pennsylvania,US,2020-05-17 02:32:37,40.5908,-77.2098,65185,4480,,60705.0,42.0,509.17869090498357,327836.0,,6.87274679757613,84000042.0,USA,2560.8208224518858,
Puerto Rico,US,2020-05-17 02:32:37,18.2208,-66.5901,2589,122,,2467.0,72.0,88.25911704065716,2589.0,,4.712244109694864,630.0,PRI,88.25911704065716,
Rhode Island,US,2020-05-17 02:32:37,41.6809,-71.5118,12434,489,947.0,10998.0,44.0,1173.726425647159,108480.0,1403.0,3.9327649991957534,84000044.0,USA,10240.135326862137,11.28357728808107
South Carolina,US,2020-05-17 02:32:37,33.8569,-80.945,8661,380,5076.0,3205.0,45.0,168.21676247699912,109616.0,1421.0,4.387484124235077,84000045.0,USA,2128.9976487332565,16.406881422468537
South Dakota,US,2020-05-17 02:32:37,44.2998,-99.4388,3959,44,2673.0,1242.0,46.0,447.51706589770754,28176.0,304.0,1.111391765597373,84000046.0,USA,3184.956011299269,7.678706744127305
Tennessee,US,2020-05-17 02:32:37,35.7478,-86.6923,17263,295,9529.0,7439.0,47.0,252.78313306997302,320201.0,1474.0,1.7088570932051208,84000047.0,USA,4688.722237857755,8.538492730116435
